Arsenal,Aston Villa,0.10688529,0.47676882,0.41634583
Arsenal,Bournemouth,0.1156156,0.38269004,0.5016944
Arsenal,Brighton,0.12459932,0.38440087,0.49099982
Arsenal,Burnley,0.13882135,0.44560555,0.4155731
Arsenal,Chelsea,0.1494289,0.48325282,0.36731833
Arsenal,Crystal Palace,0.15860048,0.4686125,0.37278706
Arsenal,Everton,0.19696389,0.45934707,0.34368905
Arsenal,Leicester,0.1603214,0.46704936,0.37262926
Arsenal,Liverpool,0.3245278,0.37040755,0.30506468
Arsenal,Man City,0.50444764,0.31018946,0.1853629
Arsenal,Man United,0.17488609,0.4673123,0.3578016
Arsenal,Newcastle,0.14872968,0.45606127,0.395209
Arsenal,Southampton,0.13393563,0.44397375,0.4220906
Arsenal,Tottenham,0.18909518,0.4701139,0.34079093
Arsenal,Watford,0.11533536,0.39536026,0.4893044
Arsenal,West Ham,0.14488952,0.45590916,0.39920136
Arsenal,Wolves,0.154459,0.47203055,0.3735104
Aston Villa,Arsenal,0.4810732,0.35211378,0.16681306
Aston Villa,Bournemouth,0.429106,0.3174067,0.25348726
Aston Villa,Brighton,0.38826665,0.32827315,0.28346023
Aston Villa,Burnley,0.45443887,0.3132336,0.23232755
Aston Villa,Chelsea,0.46993366,0.3551062,0.17496014
Aston Villa,Crystal Palace,0.5186764,0.29677296,0.18455066
Aston Villa,Everton,0.5427604,0.2856849,0.17155473
Aston Villa,Leicester,0.47599465,0.34330258,0.18070276
Aston Villa,Liverpool,0.6259339,0.2557084,0.11835771
Aston Villa,Man City,0.68491244,0.21207058,0.103017
Aston Villa,Man United,0.49248412,0.344371,0.16314492
Aston Villa,Newcastle,0.49342906,0.32113394,0.18543704
Aston Villa,Southampton,0.43047085,0.37260303,0.19692613
Aston Villa,Tottenham,0.5427604,0.2856849,0.17155473
Aston Villa,Watford,0.43058956,0.37270576,0.19670466
Aston Villa,West Ham,0.4537162,0.33170375,0.21458
Aston Villa,Wolves,0.5137635,0.29473025,0.1915063
Bournemouth,Arsenal,0.32180694,0.43817967,0.24001336
Bournemouth,Aston Villa,0.17375605,0.5279507,0.29829326
Bournemouth,Brighton,0.24022755,0.40423593,0.3555365
Bournemouth,Burnley,0.28143463,0.4147083,0.30385712
Bournemouth,Chelsea,0.29650146,0.45078406,0.25271448
Bournemouth,Crystal Palace,0.32539034,0.42962322,0.24498643
Bournemouth,Everton,0.34457952,0.41816437,0.23725614
Bournemouth,Leicester,0.29345688,0.43973392,0.26680923
Bournemouth,Liverpool,0.50135344,0.3552132,0.14343335
Bournemouth,Man City,0.5751527,0.29843092,0.1264164
Bournemouth,Man United,0.34266484,0.41381526,0.2435199
Bournemouth,Newcastle,0.30462795,0.42566547,0.26970658
Bournemouth,Southampton,0.28073722,0.42604554,0.2932172
Bournemouth,Tottenham,0.35324827,0.41458687,0.23216486
Bournemouth,Watford,0.26811805,0.42922294,0.302659
Bournemouth,West Ham,0.27462906,0.44419366,0.28117725
Bournemouth,Wolves,0.3191793,0.41747457,0.26334614
Brighton,Arsenal,0.31410438,0.4630691,0.22282659
Brighton,Aston Villa,0.20091446,0.51002485,0.2890607
